Year,Location,Experiment,Genotype,Species,PlantID_ReplicateNumber,Plot,Replicate,Test_Type,Tester_Name,Planting_Date,Testing_Date,force_N,raw_data_file,Additional_Notes,displacement_mm,displacement_m,line_raw_slope_N/m
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,B,JR,5/20/21,8/13/21,74.26,965-1-TEST3_08_13_2021_09_45_21.xls,TEST3,11.8,0.0118,8005.36692
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,B,JR,5/20/21,8/13/21,85.54,965-1-TEST3_08_13_2021_09_45_21.xls,TEST3,13.1,0.0131,8005.36692
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,B,JR,5/20/21,8/13/21,97.51,965-1-TEST3_08_13_2021_09_45_21.xls,TEST3,14.4,0.0144,8005.36692
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,B,JR,5/20/21,8/13/21,108.79,965-1-TEST3_08_13_2021_09_45_21.xls,TEST3,15.8,0.0158,8005.36692
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,C,JR,5/20/21,8/13/21,34.14,965-1-TEST3_08_13_2021_09_45_39.xls,TEST3,6.6,0.0066,8209.2752
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,C,JR,5/20/21,8/13/21,42.28,965-1-TEST3_08_13_2021_09_45_39.xls,TEST3,7.9,0.0079,8209.2752
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,C,JR,5/20/21,8/13/21,51.8,965-1-TEST3_08_13_2021_09_45_39.xls,TEST3,9.2,0.0092,8209.2752
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,C,JR,5/20/21,8/13/21,61.7,965-1-TEST3_08_13_2021_09_45_39.xls,TEST3,10.5,0.0105,8209.2752
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,C,JR,5/20/21,8/13/21,72.79,965-1-TEST3_08_13_2021_09_45_39.xls,TEST3,11.8,0.0118,8209.2752
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,C,JR,5/20/21,8/13/21,84.27,965-1-TEST3_08_13_2021_09_45_39.xls,TEST3,13.1,0.0131,8209.2752
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,C,JR,5/20/21,8/13/21,96.73,965-1-TEST3_08_13_2021_09_45_39.xls,TEST3,14.4,0.0144,8209.2752
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,C,JR,5/20/21,8/13/21,108.6,965-1-TEST3_08_13_2021_09_45_39.xls,TEST3,15.8,0.0158,8209.2752
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,D,JR,5/20/21,8/13/21,32.27,965-1-TEST3_08_13_2021_09_45_56.xls,TEST3,6.6,0.0066,8339.74339
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,D,JR,5/20/21,8/13/21,41.1,965-1-TEST3_08_13_2021_09_45_56.xls,TEST3,7.9,0.0079,8339.74339
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,D,JR,5/20/21,8/13/21,50.13,965-1-TEST3_08_13_2021_09_45_56.xls,TEST3,9.2,0.0092,8339.74339
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,D,JR,5/20/21,8/13/21,60.53,965-1-TEST3_08_13_2021_09_45_56.xls,TEST3,10.5,0.0105,8339.74339
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,D,JR,5/20/21,8/13/21,71.71,965-1-TEST3_08_13_2021_09_45_56.xls,TEST3,11.8,0.0118,8339.74339
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,D,JR,5/20/21,8/13/21,83.19,965-1-TEST3_08_13_2021_09_45_56.xls,TEST3,13.1,0.0131,8339.74339
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,D,JR,5/20/21,8/13/21,95.84,965-1-TEST3_08_13_2021_09_45_56.xls,TEST3,14.4,0.0144,8339.74339
2021,Newark,Repeat Testing 1,CML258,Maize,965-1-TEST3,965,1,D,JR,5/20/21,8/13/21,108.3,965-1-TEST3_08_13_2021_09_45_56.xls,TEST3,15.8,0.0158,8339.74339
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,A,JR,5/20/21,8/13/21,42.67,965-1-TEST3_08_13_2021_15_31_49.xls,TEST3,6.6,0.0066,6812.60801
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,A,JR,5/20/21,8/13/21,52.68,965-1-TEST3_08_13_2021_15_31_49.xls,TEST3,7.9,0.0079,6812.60801
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,A,JR,5/20/21,8/13/21,61.31,965-1-TEST3_08_13_2021_15_31_49.xls,TEST3,9.2,0.0092,6812.60801
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,A,JR,5/20/21,8/13/21,71.22,965-1-TEST3_08_13_2021_15_31_49.xls,TEST3,10.5,0.0105,6812.60801
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,A,JR,5/20/21,8/13/21,80.93,965-1-TEST3_08_13_2021_15_31_49.xls,TEST3,11.8,0.0118,6812.60801
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,A,JR,5/20/21,8/13/21,88.88,965-1-TEST3_08_13_2021_15_31_49.xls,TEST3,13.1,0.0131,6812.60801
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,A,JR,5/20/21,8/13/21,97.61,965-1-TEST3_08_13_2021_15_31_49.xls,TEST3,14.4,0.0144,6812.60801
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,A,JR,5/20/21,8/13/21,104.38,965-1-TEST3_08_13_2021_15_31_49.xls,TEST3,15.8,0.0158,6812.60801
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,B,JR,5/20/21,8/13/21,59.64,965-1-TEST3_08_13_2021_15_32_15.xls,TEST3,6.6,0.0066,7429.0791
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,B,JR,5/20/21,8/13/21,72.3,965-1-TEST3_08_13_2021_15_32_15.xls,TEST3,7.9,0.0079,7429.0791
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,B,JR,5/20/21,8/13/21,82.89,965-1-TEST3_08_13_2021_15_32_15.xls,TEST3,9.2,0.0092,7429.0791
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,B,JR,5/20/21,8/13/21,94.96,965-1-TEST3_08_13_2021_15_32_15.xls,TEST3,10.5,0.0105,7429.0791
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,B,JR,5/20/21,8/13/21,103.99,965-1-TEST3_08_13_2021_15_32_15.xls,TEST3,11.8,0.0118,7429.0791
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,B,JR,5/20/21,8/13/21,113.31,965-1-TEST3_08_13_2021_15_32_15.xls,TEST3,13.1,0.0131,7429.0791
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,B,JR,5/20/21,8/13/21,121.45,965-1-TEST3_08_13_2021_15_32_15.xls,TEST3,14.4,0.0144,7429.0791
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,B,JR,5/20/21,8/13/21,126.94,965-1-TEST3_08_13_2021_15_32_15.xls,TEST3,15.8,0.0158,7429.0791
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,C,JR,5/20/21,8/13/21,59.74,965-1-TEST3_08_13_2021_15_32_42.xls,TEST3,6.6,0.0066,8257.68355
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,C,JR,5/20/21,8/13/21,72.01,965-1-TEST3_08_13_2021_15_32_42.xls,TEST3,7.9,0.0079,8257.68355
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,C,JR,5/20/21,8/13/21,82.31,965-1-TEST3_08_13_2021_15_32_42.xls,TEST3,9.2,0.0092,8257.68355
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,C,JR,5/20/21,8/13/21,94.37,965-1-TEST3_08_13_2021_15_32_42.xls,TEST3,10.5,0.0105,8257.68355
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,C,JR,5/20/21,8/13/21,105.07,965-1-TEST3_08_13_2021_15_32_42.xls,TEST3,11.8,0.0118,8257.68355
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,C,JR,5/20/21,8/13/21,117.03,965-1-TEST3_08_13_2021_15_32_42.xls,TEST3,13.1,0.0131,8257.68355
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,C,JR,5/20/21,8/13/21,125.96,965-1-TEST3_08_13_2021_15_32_42.xls,TEST3,14.4,0.0144,8257.68355
2021,Newark,Repeat Testing 2,CML258,Maize,965-1-TEST3,965,1,C,JR,5/20/21,8/13/21,134.5,965-1-TEST3_08_13_2021_15_32_42.xls,TEST3,15.8,0.0158,8257.68355
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,A,JR,5/20/21,8/13/21,48.27,965-2-TEST1_08_13_2021_09_47_00.xls,TEST1,6.6,0.0066,6252.20188
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,A,JR,5/20/21,8/13/21,58.47,965-2-TEST1_08_13_2021_09_47_00.xls,TEST1,7.9,0.0079,6252.20188
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,A,JR,5/20/21,8/13/21,67.3,965-2-TEST1_08_13_2021_09_47_00.xls,TEST1,9.2,0.0092,6252.20188
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,A,JR,5/20/21,8/13/21,75.64,965-2-TEST1_08_13_2021_09_47_00.xls,TEST1,10.5,0.0105,6252.20188
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,A,JR,5/20/21,8/13/21,83.38,965-2-TEST1_08_13_2021_09_47_00.xls,TEST1,11.8,0.0118,6252.20188
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,A,JR,5/20/21,8/13/21,91.13,965-2-TEST1_08_13_2021_09_47_00.xls,TEST1,13.1,0.0131,6252.20188
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,A,JR,5/20/21,8/13/21,98.79,965-2-TEST1_08_13_2021_09_47_00.xls,TEST1,14.4,0.0144,6252.20188
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,A,JR,5/20/21,8/13/21,106.34,965-2-TEST1_08_13_2021_09_47_00.xls,TEST1,15.8,0.0158,6252.20188
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,B,JR,5/20/21,8/13/21,33.06,965-2-TEST1_08_13_2021_09_47_16.xls,TEST1,6.6,0.0066,7760.8964
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,B,JR,5/20/21,8/13/21,43.65,965-2-TEST1_08_13_2021_09_47_16.xls,TEST1,7.9,0.0079,7760.8964
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,B,JR,5/20/21,8/13/21,53.07,965-2-TEST1_08_13_2021_09_47_16.xls,TEST1,9.2,0.0092,7760.8964
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,B,JR,5/20/21,8/13/21,63.37,965-2-TEST1_08_13_2021_09_47_16.xls,TEST1,10.5,0.0105,7760.8964
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,B,JR,5/20/21,8/13/21,73.58,965-2-TEST1_08_13_2021_09_47_16.xls,TEST1,11.8,0.0118,7760.8964
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,B,JR,5/20/21,8/13/21,83.97,965-2-TEST1_08_13_2021_09_47_16.xls,TEST1,13.1,0.0131,7760.8964
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,B,JR,5/20/21,8/13/21,94.37,965-2-TEST1_08_13_2021_09_47_16.xls,TEST1,14.4,0.0144,7760.8964
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,B,JR,5/20/21,8/13/21,103.99,965-2-TEST1_08_13_2021_09_47_16.xls,TEST1,15.8,0.0158,7760.8964
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,C,JR,5/20/21,8/13/21,30.31,965-2-TEST1_08_13_2021_09_47_32.xls,TEST1,6.6,0.0066,7965.2793
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,C,JR,5/20/21,8/13/21,40.02,965-2-TEST1_08_13_2021_09_47_32.xls,TEST1,7.9,0.0079,7965.2793
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,C,JR,5/20/21,8/13/21,49.93,965-2-TEST1_08_13_2021_09_47_32.xls,TEST1,9.2,0.0092,7965.2793
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,C,JR,5/20/21,8/13/21,59.74,965-2-TEST1_08_13_2021_09_47_32.xls,TEST1,10.5,0.0105,7965.2793
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,C,JR,5/20/21,8/13/21,70.14,965-2-TEST1_08_13_2021_09_47_32.xls,TEST1,11.8,0.0118,7965.2793
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,C,JR,5/20/21,8/13/21,81.13,965-2-TEST1_08_13_2021_09_47_32.xls,TEST1,13.1,0.0131,7965.2793
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,C,JR,5/20/21,8/13/21,92.51,965-2-TEST1_08_13_2021_09_47_32.xls,TEST1,14.4,0.0144,7965.2793
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,C,JR,5/20/21,8/13/21,103.01,965-2-TEST1_08_13_2021_09_47_32.xls,TEST1,15.8,0.0158,7965.2793
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,D,JR,5/20/21,8/13/21,29.43,965-2-TEST1_08_13_2021_09_47_54.xls,TEST1,6.6,0.0066,7944.77999
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,D,JR,5/20/21,8/13/21,39.14,965-2-TEST1_08_13_2021_09_47_54.xls,TEST1,7.9,0.0079,7944.77999
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,D,JR,5/20/21,8/13/21,49.05,965-2-TEST1_08_13_2021_09_47_54.xls,TEST1,9.2,0.0092,7944.77999
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,D,JR,5/20/21,8/13/21,59.06,965-2-TEST1_08_13_2021_09_47_54.xls,TEST1,10.5,0.0105,7944.77999
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,D,JR,5/20/21,8/13/21,69.26,965-2-TEST1_08_13_2021_09_47_54.xls,TEST1,11.8,0.0118,7944.77999
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,D,JR,5/20/21,8/13/21,80.25,965-2-TEST1_08_13_2021_09_47_54.xls,TEST1,13.1,0.0131,7944.77999
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,D,JR,5/20/21,8/13/21,91.23,965-2-TEST1_08_13_2021_09_47_54.xls,TEST1,14.4,0.0144,7944.77999
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST1,965,2,D,JR,5/20/21,8/13/21,102.12,965-2-TEST1_08_13_2021_09_47_54.xls,TEST1,15.8,0.0158,7944.77999
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,A,JR,5/20/21,8/13/21,50.42,965-2-TEST1_08_13_2021_15_33_48.xls,TEST1,6.6,0.0066,6725.31859
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,A,JR,5/20/21,8/13/21,60.63,965-2-TEST1_08_13_2021_15_33_48.xls,TEST1,7.9,0.0079,6725.31859
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,A,JR,5/20/21,8/13/21,70.34,965-2-TEST1_08_13_2021_15_33_48.xls,TEST1,9.2,0.0092,6725.31859
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,A,JR,5/20/21,8/13/21,79.07,965-2-TEST1_08_13_2021_15_33_48.xls,TEST1,10.5,0.0105,6725.31859
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,A,JR,5/20/21,8/13/21,88.19,965-2-TEST1_08_13_2021_15_33_48.xls,TEST1,11.8,0.0118,6725.31859
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,A,JR,5/20/21,8/13/21,96.33,965-2-TEST1_08_13_2021_15_33_48.xls,TEST1,13.1,0.0131,6725.31859
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,A,JR,5/20/21,8/13/21,104.28,965-2-TEST1_08_13_2021_15_33_48.xls,TEST1,14.4,0.0144,6725.31859
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,A,JR,5/20/21,8/13/21,112.42,965-2-TEST1_08_13_2021_15_33_48.xls,TEST1,15.8,0.0158,6725.31859
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,B,JR,5/20/21,8/13/21,51.5,965-2-TEST1_08_13_2021_15_34_13.xls,TEST1,6.6,0.0066,7815.40361
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,B,JR,5/20/21,8/13/21,62.59,965-2-TEST1_08_13_2021_15_34_13.xls,TEST1,7.9,0.0079,7815.40361
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,B,JR,5/20/21,8/13/21,73.38,965-2-TEST1_08_13_2021_15_34_13.xls,TEST1,9.2,0.0092,7815.40361
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,B,JR,5/20/21,8/13/21,84.56,965-2-TEST1_08_13_2021_15_34_13.xls,TEST1,10.5,0.0105,7815.40361
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,B,JR,5/20/21,8/13/21,95.06,965-2-TEST1_08_13_2021_15_34_13.xls,TEST1,11.8,0.0118,7815.40361
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,B,JR,5/20/21,8/13/21,104.97,965-2-TEST1_08_13_2021_15_34_13.xls,TEST1,13.1,0.0131,7815.40361
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,B,JR,5/20/21,8/13/21,114.09,965-2-TEST1_08_13_2021_15_34_13.xls,TEST1,14.4,0.0144,7815.40361
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,B,JR,5/20/21,8/13/21,122.43,965-2-TEST1_08_13_2021_15_34_13.xls,TEST1,15.8,0.0158,7815.40361
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,C,JR,5/20/21,8/13/21,49.74,965-2-TEST1_08_13_2021_15_34_36.xls,TEST1,6.6,0.0066,8121.47117
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,C,JR,5/20/21,8/13/21,60.23,965-2-TEST1_08_13_2021_15_34_36.xls,TEST1,7.9,0.0079,8121.47117
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,C,JR,5/20/21,8/13/21,70.63,965-2-TEST1_08_13_2021_15_34_36.xls,TEST1,9.2,0.0092,8121.47117
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,C,JR,5/20/21,8/13/21,81.03,965-2-TEST1_08_13_2021_15_34_36.xls,TEST1,10.5,0.0105,8121.47117
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,C,JR,5/20/21,8/13/21,92.31,965-2-TEST1_08_13_2021_15_34_36.xls,TEST1,11.8,0.0118,8121.47117
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,C,JR,5/20/21,8/13/21,103.5,965-2-TEST1_08_13_2021_15_34_36.xls,TEST1,13.1,0.0131,8121.47117
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,C,JR,5/20/21,8/13/21,113.8,965-2-TEST1_08_13_2021_15_34_36.xls,TEST1,14.4,0.0144,8121.47117
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST1,965,2,C,JR,5/20/21,8/13/21,123.31,965-2-TEST1_08_13_2021_15_34_36.xls,TEST1,15.8,0.0158,8121.47117
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,A,JR,5/20/21,8/13/21,54.64,965-2-TEST2_08_13_2021_09_48_42.xls,TEST2,6.6,0.0066,7765.76783
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,A,JR,5/20/21,8/13/21,65.63,965-2-TEST2_08_13_2021_09_48_42.xls,TEST2,7.9,0.0079,7765.76783
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,A,JR,5/20/21,8/13/21,76.13,965-2-TEST2_08_13_2021_09_48_42.xls,TEST2,9.2,0.0092,7765.76783
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,A,JR,5/20/21,8/13/21,87.01,965-2-TEST2_08_13_2021_09_48_42.xls,TEST2,10.5,0.0105,7765.76783
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,A,JR,5/20/21,8/13/21,98,965-2-TEST2_08_13_2021_09_48_42.xls,TEST2,11.8,0.0118,7765.76783
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,A,JR,5/20/21,8/13/21,107.91,965-2-TEST2_08_13_2021_09_48_42.xls,TEST2,13.1,0.0131,7765.76783
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,A,JR,5/20/21,8/13/21,116.94,965-2-TEST2_08_13_2021_09_48_42.xls,TEST2,14.4,0.0144,7765.76783
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,A,JR,5/20/21,8/13/21,124.78,965-2-TEST2_08_13_2021_09_48_42.xls,TEST2,15.8,0.0158,7765.76783
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,B,JR,5/20/21,8/13/21,44.44,965-2-TEST2_08_13_2021_09_48_58.xls,TEST2,6.6,0.0066,8507.62183
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,B,JR,5/20/21,8/13/21,55.13,965-2-TEST2_08_13_2021_09_48_58.xls,TEST2,7.9,0.0079,8507.62183
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,B,JR,5/20/21,8/13/21,65.73,965-2-TEST2_08_13_2021_09_48_58.xls,TEST2,9.2,0.0092,8507.62183
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,B,JR,5/20/21,8/13/21,76.42,965-2-TEST2_08_13_2021_09_48_58.xls,TEST2,10.5,0.0105,8507.62183
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,B,JR,5/20/21,8/13/21,87.9,965-2-TEST2_08_13_2021_09_48_58.xls,TEST2,11.8,0.0118,8507.62183
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,B,JR,5/20/21,8/13/21,99.38,965-2-TEST2_08_13_2021_09_48_58.xls,TEST2,13.1,0.0131,8507.62183
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,B,JR,5/20/21,8/13/21,111.15,965-2-TEST2_08_13_2021_09_48_58.xls,TEST2,14.4,0.0144,8507.62183
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,B,JR,5/20/21,8/13/21,121.94,965-2-TEST2_08_13_2021_09_48_58.xls,TEST2,15.8,0.0158,8507.62183
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,C,JR,5/20/21,8/13/21,41.5,965-2-TEST2_08_13_2021_09_49_14.xls,TEST2,6.6,0.0066,8610.50088
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,C,JR,5/20/21,8/13/21,51.7,965-2-TEST2_08_13_2021_09_49_14.xls,TEST2,7.9,0.0079,8610.50088
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,C,JR,5/20/21,8/13/21,62.29,965-2-TEST2_08_13_2021_09_49_14.xls,TEST2,9.2,0.0092,8610.50088
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,C,JR,5/20/21,8/13/21,72.89,965-2-TEST2_08_13_2021_09_49_14.xls,TEST2,10.5,0.0105,8610.50088
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,C,JR,5/20/21,8/13/21,84.37,965-2-TEST2_08_13_2021_09_49_14.xls,TEST2,11.8,0.0118,8610.50088
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,C,JR,5/20/21,8/13/21,96.04,965-2-TEST2_08_13_2021_09_49_14.xls,TEST2,13.1,0.0131,8610.50088
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,C,JR,5/20/21,8/13/21,108.4,965-2-TEST2_08_13_2021_09_49_14.xls,TEST2,14.4,0.0144,8610.50088
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,C,JR,5/20/21,8/13/21,120.07,965-2-TEST2_08_13_2021_09_49_14.xls,TEST2,15.8,0.0158,8610.50088
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,D,JR,5/20/21,8/13/21,39.34,965-2-TEST2_08_13_2021_09_49_30.xls,TEST2,6.6,0.0066,8685.151
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,D,JR,5/20/21,8/13/21,50.03,965-2-TEST2_08_13_2021_09_49_30.xls,TEST2,7.9,0.0079,8685.151
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,D,JR,5/20/21,8/13/21,60.14,965-2-TEST2_08_13_2021_09_49_30.xls,TEST2,9.2,0.0092,8685.151
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,D,JR,5/20/21,8/13/21,70.93,965-2-TEST2_08_13_2021_09_49_30.xls,TEST2,10.5,0.0105,8685.151
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,D,JR,5/20/21,8/13/21,82.4,965-2-TEST2_08_13_2021_09_49_30.xls,TEST2,11.8,0.0118,8685.151
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,D,JR,5/20/21,8/13/21,94.47,965-2-TEST2_08_13_2021_09_49_30.xls,TEST2,13.1,0.0131,8685.151
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,D,JR,5/20/21,8/13/21,106.63,965-2-TEST2_08_13_2021_09_49_30.xls,TEST2,14.4,0.0144,8685.151
2021,Newark,Repeat Testing 1,CML258,Maize,965-2-TEST2,965,2,D,JR,5/20/21,8/13/21,118.9,965-2-TEST2_08_13_2021_09_49_30.xls,TEST2,15.8,0.0158,8685.151
2021,Newark,Repeat Testing 2,CML258,Maize,965-2-TEST2,965,2,A,JR,5/20/21,8/13/21,77.2,965-2-TEST2_08_13_2021_15_35_45.xls,TEST2,6.6,0.0066,6315.72872
